student_id,study_hours,attendance_percentage,class_participation,sleep_hours,previous_grade,internet_access,extra_activities,parent_education,stress_level,grade
2277,21,94,4,8.1,A,Yes,No,Graduate,6,D
2278,13,99,3,9.0,B,Yes,No,PostGraduate,1,B
2279,11,75,8,7.3,C,No,Yes,PostGraduate,3,A
2280,1,51,5,6.8,B,No,Yes,PostGraduate,1,D
2281,20,72,2,10.0,B,No,Yes,HighSchool,1,C
2282,0,87,2,6.7,B,No,No,HighSchool,8,C
2283,0,81,6,6.9,B,No,Yes,HighSchool,3,B
2284,12,97,3,10.0,C,No,Yes,HighSchool,5,C
2285,17,56,6,10.0,D,No,No,Graduate,3,B
2286,19,74,3,9.8,C,Yes,Yes,Graduate,10,D
2287,11,55,7,7.3,B,Yes,Yes,HighSchool,5,A
2288,11,61,4,4.1,D,No,No,PostGraduate,5,D
2289,11,75,4,5.3,D,Yes,No,PostGraduate,6,C
2290,7,69,8,8.4,A,No,Yes,Graduate,7,A
2291,5,59,2,8.7,C,Yes,No,Graduate,4,D
2292,20,100,3,10.0,D,Yes,No,HighSchool,3,C
2293,13,100,2,5.9,A,No,No,HighSchool,9,D
2294,23,79,9,7.6,B,No,No,Graduate,6,B
2295,20,67,7,5.8,B,No,Yes,PostGraduate,3,C
2296,12,95,4,8.6,C,No,No,Graduate,6,B
2297,16,91,9,5.8,D,No,Yes,HighSchool,1,C
2298,12,97,3,9.5,C,No,Yes,HighSchool,1,C
2299,10,95,2,7.3,C,No,Yes,Graduate,3,D
2300,8,100,3,8.0,A,No,Yes,HighSchool,4,D
2301,4,83,1,10.0,C,Yes,No,PostGraduate,6,C
2302,17,89,3,6.7,D,Yes,Yes,HighSchool,7,B
2303,11,80,1,7.8,A,Yes,No,Graduate,1,D
2304,12,77,5,6.1,C,No,No,HighSchool,5,D
2305,10,91,7,7.0,B,Yes,Yes,HighSchool,6,C
2306,5,68,6,5.5,A,No,No,PostGraduate,6,C
2307,4,57,5,6.2,B,Yes,No,HighSchool,9,D
2308,12,79,9,6.6,D,Yes,Yes,PostGraduate,1,C
2309,0,64,6,7.9,A,No,No,PostGraduate,3,B
2310,2,92,4,7.1,D,Yes,No,Graduate,10,C
2311,10,78,8,7.3,B,Yes,No,Graduate,7,B
2312,13,100,10,9.1,A,No,No,PostGraduate,6,C
2313,13,65,4,7.5,D,Yes,Yes,PostGraduate,7,C
2314,27,65,5,10.0,C,Yes,No,Graduate,9,C
2315,23,66,3,10.0,B,No,No,HighSchool,10,C
2316,12,94,4,7.5,C,No,No,PostGraduate,6,C
2317,0,98,1,6.6,D,Yes,Yes,PostGraduate,3,D
2318,12,97,1,4.4,D,No,Yes,Graduate,2,A
2319,20,56,7,6.4,B,Yes,Yes,Graduate,6,C
2320,2,87,8,6.8,D,Yes,Yes,PostGraduate,4,B
2321,23,68,8,4.8,B,Yes,No,Graduate,4,C
2322,11,65,3,4.5,C,Yes,Yes,PostGraduate,1,D
2323,8,65,5,6.7,D,Yes,No,HighSchool,1,D
2324,4,77,1,5.5,C,No,No,HighSchool,8,B
2325,10,100,9,6.9,B,No,No,PostGraduate,3,B
2326,15,75,3,4.5,D,Yes,No,HighSchool,1,D
2327,11,82,6,5.2,B,No,No,Graduate,6,C
2328,9,81,7,8.1,C,No,No,Graduate,9,C
2329,19,78,7,6.0,A,Yes,Yes,PostGraduate,2,A
2330,18,75,2,5.5,A,Yes,No,PostGraduate,1,D
2331,4,94,10,10.0,C,Yes,Yes,PostGraduate,9,B
2332,26,91,6,10.0,A,No,Yes,HighSchool,3,B
2333,27,54,3,3.0,D,No,Yes,PostGraduate,4,B
2334,0,52,3,6.6,B,No,No,HighSchool,4,C
2335,10,78,2,6.9,C,Yes,Yes,Graduate,6,D
2336,18,91,6,6.5,D,No,No,PostGraduate,1,C
2337,14,98,4,5.4,B,No,No,Graduate,1,D
2338,13,72,7,6.1,C,No,No,HighSchool,6,C
2339,25,100,3,6.1,A,No,No,Graduate,2,B
2340,25,82,7,4.9,B,Yes,No,HighSchool,6,A
2341,9,62,6,6.8,D,Yes,No,PostGraduate,8,B
2342,22,83,5,7.7,C,No,No,HighSchool,7,B
2343,9,87,10,8.8,A,No,Yes,Graduate,4,A
2344,0,72,5,6.5,C,Yes,No,Graduate,2,C
2345,15,81,8,7.0,D,No,No,HighSchool,4,D
2346,17,81,4,10.0,C,No,Yes,PostGraduate,7,B
2347,0,89,2,6.5,D,Yes,No,HighSchool,9,B
2348,27,50,5,6.0,D,No,Yes,PostGraduate,2,D
2349,15,76,5,6.0,C,No,Yes,HighSchool,5,D
2350,19,91,3,5.6,B,No,Yes,HighSchool,5,B
2351,11,52,5,6.9,A,No,No,Graduate,8,B
2352,4,84,0,7.4,A,No,No,HighSchool,1,D
2353,34,91,8,8.4,C,No,Yes,PostGraduate,7,B
2354,6,53,0,4.9,B,Yes,No,Graduate,3,B
2355,5,87,6,8.3,C,No,No,Graduate,5,D
2356,5,73,7,7.1,B,No,Yes,PostGraduate,1,D
2357,7,82,0,5.7,C,Yes,Yes,Graduate,5,C
2358,8,74,4,7.1,A,No,Yes,Graduate,1,B
2359,17,80,7,3.7,C,Yes,No,HighSchool,3,B
2360,25,71,7,9.0,C,No,No,PostGraduate,10,A
2361,27,66,8,4.2,B,Yes,Yes,HighSchool,5,D
2362,22,91,5,6.4,A,Yes,Yes,PostGraduate,7,D
2363,22,78,7,7.1,B,No,Yes,HighSchool,3,D
2364,18,64,3,7.2,D,No,Yes,Graduate,4,D
2365,12,91,7,8.4,C,Yes,Yes,PostGraduate,5,C
2366,17,88,5,8.7,B,Yes,No,PostGraduate,2,D
2367,17,62,4,5.7,D,Yes,Yes,HighSchool,3,C
2368,9,84,7,3.4,A,Yes,Yes,HighSchool,4,C
2369,6,69,6,5.2,B,Yes,Yes,Graduate,5,C
2370,20,94,6,7.7,A,No,Yes,Graduate,5,B
2371,32,96,0,8.9,D,Yes,Yes,HighSchool,4,C
2372,9,83,2,5.5,C,Yes,No,HighSchool,4,D
2373,34,86,6,9.1,C,Yes,Yes,HighSchool,3,D
2374,9,100,7,4.6,A,No,Yes,HighSchool,6,C
2375,19,85,6,6.8,C,Yes,Yes,Graduate,4,C
2376,16,95,2,10.0,D,No,Yes,HighSchool,4,A
2377,15,72,2,8.3,B,Yes,No,HighSchool,2,D
2378,20,97,8,10.0,B,No,No,Graduate,3,B
2379,12,81,6,9.4,B,Yes,Yes,HighSchool,7,B
2380,9,75,7,8.1,B,No,No,Graduate,6,A
2381,4,91,6,6.4,A,No,Yes,PostGraduate,5,B
2382,23,74,3,6.4,A,Yes,Yes,PostGraduate,5,B
2383,34,100,10,7.3,D,Yes,Yes,PostGraduate,4,D
2384,2,91,4,7.4,C,Yes,No,Graduate,5,D
2385,16,64,5,4.4,B,No,No,HighSchool,5,C
2386,25,78,4,7.0,C,No,No,HighSchool,2,D
2387,2,65,5,5.3,B,Yes,No,HighSchool,5,C
2388,16,64,3,4.0,B,Yes,No,PostGraduate,3,C
2389,17,91,7,9.9,B,No,Yes,PostGraduate,4,C
2390,16,73,5,7.2,D,No,No,Graduate,3,C
2391,28,92,8,5.5,D,No,No,Graduate,5,D
2392,20,75,9,7.0,C,Yes,Yes,Graduate,2,C
2393,21,91,1,6.4,B,No,Yes,HighSchool,1,C
2394,16,87,10,5.8,B,No,Yes,HighSchool,7,B
2395,14,66,7,9.4,A,No,Yes,HighSchool,5,C
2396,0,83,7,9.4,C,No,Yes,Graduate,1,D
2397,25,76,5,7.9,D,No,Yes,PostGraduate,3,B
2398,19,89,5,10.0,A,Yes,Yes,Graduate,1,B
2399,29,67,3,5.7,B,No,Yes,Graduate,7,B
2400,25,60,8,4.5,C,Yes,Yes,Graduate,10,A
2401,23,71,6,5.6,C,No,Yes,HighSchool,1,D
2402,18,79,3,8.2,D,No,Yes,Graduate,1,D
2403,6,50,10,5.8,A,No,No,Graduate,8,D
2404,7,90,6,8.0,D,Yes,No,PostGraduate,2,D
2405,6,82,3,8.5,C,Yes,Yes,Graduate,5,D
2406,20,56,4,9.5,A,No,No,PostGraduate,1,B
2407,17,83,0,4.8,A,Yes,No,Graduate,3,D
2408,3,68,2,3.0,A,No,Yes,PostGraduate,5,B
2409,22,70,5,6.2,C,Yes,No,HighSchool,10,D
2410,20,74,4,5.8,A,No,Yes,HighSchool,1,C
2411,15,86,8,8.4,D,No,Yes,PostGraduate,4,B
2412,30,71,6,6.2,D,Yes,No,HighSchool,4,C
2413,24,77,0,10.0,A,No,Yes,Graduate,7,B
2414,16,96,2,10.0,A,No,No,Graduate,3,D
2415,22,68,3,7.8,D,Yes,Yes,Graduate,8,B
2416,18,64,10,9.1,B,Yes,Yes,Graduate,1,A
2417,18,68,2,10.0,A,Yes,Yes,HighSchool,1,C
2418,12,81,7,7.8,B,Yes,Yes,Graduate,4,C
2419,16,67,0,4.9,B,Yes,Yes,PostGraduate,4,D
2420,16,77,0,7.8,B,Yes,Yes,HighSchool,9,C
2421,0,100,2,6.4,B,No,Yes,HighSchool,4,B
2422,11,69,0,4.2,B,Yes,Yes,Graduate,7,D
2423,16,84,4,8.0,D,No,Yes,HighSchool,6,C
2424,24,81,3,10.0,C,No,Yes,Graduate,3,C
2425,16,62,3,7.8,B,Yes,No,PostGraduate,2,C
2426,17,74,2,6.8,D,Yes,No,HighSchool,10,B
2427,0,71,6,5.7,A,Yes,No,Graduate,6,C
2428,2,95,2,10.0,C,Yes,No,Graduate,7,D
2429,23,81,0,6.5,B,Yes,No,HighSchool,2,A
2430,4,67,4,7.5,A,No,No,Graduate,6,D
2431,0,76,3,5.8,B,No,No,HighSchool,3,D
2432,20,77,4,7.1,B,No,No,PostGraduate,3,D
2433,15,83,7,7.0,C,No,Yes,HighSchool,3,C
2434,0,93,4,6.4,B,Yes,Yes,HighSchool,1,D
2435,9,83,2,5.7,B,No,Yes,Graduate,6,D
2436,11,75,6,7.5,C,No,Yes,HighSchool,6,D
2437,0,74,4,7.6,B,No,No,PostGraduate,8,C
2438,8,75,3,8.9,C,Yes,No,Graduate,1,D
2439,20,83,5,8.7,D,Yes,No,HighSchool,4,C
2440,11,92,4,6.5,C,Yes,No,HighSchool,3,D
2441,11,62,5,7.9,B,Yes,No,PostGraduate,3,D
2442,8,96,7,4.5,A,Yes,No,HighSchool,2,D
2443,20,98,3,8.0,B,Yes,Yes,Graduate,7,B
2444,17,73,7,5.7,B,Yes,No,Graduate,1,C
2445,8,100,0,9.1,D,Yes,No,Graduate,9,B
2446,19,71,5,5.7,A,Yes,No,PostGraduate,4,D
2447,12,85,1,4.1,C,Yes,No,PostGraduate,7,C
2448,20,66,2,4.9,D,Yes,No,PostGraduate,6,C
2449,6,65,0,6.1,A,No,No,HighSchool,7,C
2450,6,71,5,3.0,C,Yes,Yes,Graduate,2,D
2451,27,83,10,6.7,D,Yes,No,HighSchool,5,B
2452,10,98,4,3.7,B,Yes,Yes,HighSchool,1,B
2453,10,78,1,5.1,A,No,Yes,PostGraduate,2,C
2454,13,85,7,10.0,B,Yes,Yes,Graduate,7,B
2455,11,92,1,5.1,A,Yes,No,PostGraduate,5,D
2456,13,85,10,3.8,C,Yes,Yes,HighSchool,4,A
2457,16,71,9,5.3,B,No,No,HighSchool,4,C
2458,22,85,9,7.7,C,Yes,No,PostGraduate,3,A
2459,7,62,3,9.6,C,No,No,Graduate,6,C
2460,9,99,4,8.5,A,No,No,Graduate,1,C
2461,17,62,9,10.0,D,Yes,Yes,Graduate,2,B
2462,14,66,4,8.3,B,No,Yes,HighSchool,2,D
2463,11,52,3,8.9,A,Yes,Yes,HighSchool,8,D
2464,12,100,2,5.9,C,No,No,HighSchool,1,D
2465,12,88,8,7.3,D,No,Yes,HighSchool,4,B
2466,21,92,7,5.8,A,No,Yes,HighSchool,10,D
2467,15,77,3,7.4,B,Yes,No,HighSchool,5,D
2468,18,75,4,8.9,B,No,Yes,Graduate,3,C
2469,22,91,5,7.9,C,Yes,Yes,HighSchool,1,C
2470,12,82,3,5.3,A,Yes,No,Graduate,5,C
2471,19,72,6,7.6,B,No,No,HighSchool,9,B
2472,15,82,3,7.9,B,No,No,HighSchool,1,B
2473,1,69,7,4.4,D,Yes,Yes,Graduate,5,D
2474,15,78,1,6.9,D,No,No,Graduate,6,D
2475,9,84,4,3.1,A,Yes,No,PostGraduate,8,C
2476,28,66,6,5.7,C,Yes,Yes,Graduate,2,C
2477,6,89,5,10.0,C,No,Yes,Graduate,4,B
2478,17,100,6,9.1,C,No,Yes,HighSchool,6,D
2479,15,66,10,6.4,A,Yes,Yes,Graduate,1,C
2480,5,75,5,5.1,B,No,No,HighSchool,4,D
2481,3,56,5,6.6,A,Yes,No,PostGraduate,3,C
2482,19,89,4,6.6,D,Yes,Yes,PostGraduate,3,B
2483,22,77,8,5.6,C,No,Yes,Graduate,1,C
2484,6,73,4,9.0,C,Yes,Yes,HighSchool,5,D
2485,8,85,2,5.8,D,Yes,No,HighSchool,4,D
2486,3,67,4,8.3,C,No,No,Graduate,5,C
2487,6,71,5,7.2,B,Yes,No,PostGraduate,6,D
2488,8,87,6,8.7,B,No,No,HighSchool,5,D
2489,21,64,8,6.1,C,No,No,PostGraduate,1,B
2490,28,67,3,5.6,C,No,Yes,HighSchool,10,D
2491,25,98,6,7.2,B,Yes,No,PostGraduate,4,A
2492,14,74,0,10.0,D,Yes,Yes,PostGraduate,7,D
2493,4,86,4,5.0,A,No,Yes,HighSchool,1,D
2494,3,50,9,5.0,D,No,Yes,Graduate,6,C
2495,9,64,8,6.5,D,Yes,No,Graduate,2,B
2496,34,73,10,4.3,C,Yes,Yes,PostGraduate,7,C
2497,2,81,7,8.3,C,Yes,Yes,HighSchool,4,B
2498,7,50,10,3.4,A,Yes,Yes,PostGraduate,10,D
2499,13,100,6,5.2,C,No,No,HighSchool,6,B
2500,17,77,7,9.9,B,No,No,HighSchool,5,C
2501,20,78,8,5.5,C,No,No,HighSchool,7,C
2502,10,79,2,8.9,B,No,Yes,PostGraduate,1,C
2503,12,91,3,10.0,C,Yes,Yes,PostGraduate,4,A
2504,13,70,3,6.9,B,No,Yes,PostGraduate,5,D
2505,19,77,4,6.7,B,Yes,Yes,HighSchool,6,B
2506,18,90,2,8.4,B,No,Yes,PostGraduate,10,D
2507,12,81,6,4.4,A,Yes,Yes,Graduate,9,D
2508,20,76,6,8.2,C,No,Yes,HighSchool,4,A
2509,8,81,3,10.0,C,Yes,No,PostGraduate,1,B
2510,21,89,5,5.9,D,No,Yes,Graduate,6,C
2511,9,100,0,4.7,D,Yes,Yes,HighSchool,4,D
2512,17,61,4,5.3,A,No,No,HighSchool,6,C
2513,11,63,2,7.0,C,Yes,No,Graduate,3,C
2514,20,82,5,6.3,A,No,Yes,HighSchool,3,A
2515,0,78,8,10.0,D,Yes,No,Graduate,3,C
2516,0,65,1,9.8,A,No,No,PostGraduate,6,D
2517,5,87,4,5.6,D,Yes,Yes,Graduate,5,B
2518,27,100,4,10.0,D,No,No,HighSchool,1,C
2519,0,96,4,6.5,D,No,No,HighSchool,10,D
2520,18,77,3,8.7,C,No,No,HighSchool,5,D
2521,6,58,5,9.5,B,Yes,Yes,Graduate,7,B
2522,28,74,0,5.7,A,Yes,Yes,Graduate,7,B
2523,17,99,5,6.6,C,No,Yes,HighSchool,10,C
2524,18,84,9,4.8,B,No,Yes,Graduate,9,C
2525,21,82,7,5.4,A,Yes,No,HighSchool,3,D
2526,10,93,2,8.5,A,No,No,PostGraduate,3,C
2527,11,84,9,6.8,B,No,Yes,Graduate,4,C
2528,16,100,4,9.7,A,Yes,No,HighSchool,7,A
2529,20,75,2,7.1,D,Yes,Yes,PostGraduate,6,D
2530,37,76,7,5.6,A,Yes,Yes,HighSchool,5,D
2531,33,67,0,8.0,D,No,No,HighSchool,4,C
2532,7,76,7,7.7,C,No,No,HighSchool,3,B
2533,24,84,6,6.9,C,Yes,Yes,Graduate,3,D
2534,7,81,8,4.8,B,Yes,No,Graduate,8,C
2535,23,66,0,9.6,B,No,Yes,PostGraduate,5,C
2536,7,70,3,8.8,D,Yes,Yes,HighSchool,6,D
2537,21,100,2,8.0,C,No,No,PostGraduate,1,D
2538,19,69,4,6.9,B,Yes,No,PostGraduate,6,A
2539,7,95,4,7.9,D,Yes,Yes,HighSchool,3,B
2540,34,78,8,5.1,D,Yes,Yes,Graduate,4,C
2541,10,93,3,5.5,B,No,No,Graduate,5,D
2542,1,94,7,8.2,A,Yes,No,Graduate,1,D
2543,9,59,6,7.6,A,Yes,No,HighSchool,9,B
2544,13,93,10,6.6,C,Yes,No,Graduate,2,C
2545,10,90,0,6.1,D,Yes,No,Graduate,2,C
2546,22,100,3,6.2,C,No,No,Graduate,3,C
2547,13,71,3,6.2,D,Yes,Yes,PostGraduate,4,C
2548,3,57,0,6.4,D,Yes,Yes,HighSchool,5,D
2549,18,100,3,8.9,A,No,Yes,Graduate,1,B
2550,20,66,2,4.0,A,Yes,No,Graduate,1,A
2551,13,94,2,5.5,C,Yes,No,PostGraduate,8,C
2552,11,81,1,6.0,A,Yes,Yes,Graduate,6,B
2553,17,50,8,6.8,D,No,Yes,HighSchool,6,C
2554,14,100,5,6.8,D,Yes,No,PostGraduate,5,D
2555,19,93,7,6.3,B,No,No,Graduate,8,C
2556,14,99,10,5.2,D,Yes,Yes,HighSchool,8,D
2557,23,76,7,8.4,C,Yes,Yes,Graduate,2,C
2558,10,75,5,7.6,D,Yes,No,Graduate,6,A
2559,23,60,3,3.0,A,No,Yes,HighSchool,3,C
2560,18,96,2,7.6,A,Yes,Yes,PostGraduate,1,C
2561,22,65,6,6.3,A,Yes,No,PostGraduate,8,C
2562,20,72,4,6.9,A,Yes,Yes,Graduate,5,C
2563,18,71,6,4.1,A,Yes,Yes,HighSchool,10,D
2564,10,100,5,5.5,C,Yes,No,HighSchool,3,B
2565,11,81,5,3.7,C,Yes,Yes,Graduate,6,A
2566,26,100,6,4.6,D,No,No,HighSchool,4,A
2567,15,67,0,10.0,D,No,No,Graduate,3,D
2568,22,81,10,7.5,D,Yes,No,PostGraduate,4,B
2569,25,62,3,6.1,A,No,Yes,PostGraduate,3,D
2570,4,75,2,7.9,C,Yes,No,PostGraduate,3,D
2571,30,83,2,8.8,C,Yes,Yes,Graduate,4,A
2572,7,93,1,5.7,C,No,No,Graduate,8,D
2573,6,78,0,6.3,B,No,No,Graduate,4,B
2574,29,74,5,10.0,A,No,Yes,Graduate,8,B
2575,11,50,8,7.7,A,No,Yes,HighSchool,7,C
2576,16,96,4,6.9,D,No,No,Graduate,7,C
2577,3,56,5,4.1,B,No,Yes,PostGraduate,4,A
2578,16,79,1,6.1,B,Yes,No,Graduate,7,A
2579,7,94,1,9.4,A,Yes,Yes,PostGraduate,1,D
2580,22,74,7,5.6,A,Yes,Yes,Graduate,9,D
2581,14,100,3,10.0,C,Yes,No,Graduate,1,C
2582,9,87,7,5.1,C,Yes,No,Graduate,5,C
2583,16,64,7,4.0,B,Yes,No,Graduate,2,D
2584,28,79,5,8.2,A,Yes,Yes,Graduate,6,C
2585,34,60,0,6.8,B,No,Yes,PostGraduate,5,D
2586,3,57,2,9.5,D,No,No,PostGraduate,4,D
2587,30,86,6,6.8,C,No,No,PostGraduate,2,B
2588,6,89,3,6.2,C,Yes,Yes,HighSchool,1,D
2589,11,90,0,8.5,B,No,Yes,PostGraduate,3,D
2590,20,83,1,8.0,B,Yes,No,HighSchool,7,D
2591,17,89,7,5.4,A,No,No,PostGraduate,3,B
2592,1,100,10,7.2,B,No,Yes,PostGraduate,10,A
2593,26,100,1,3.1,C,No,Yes,PostGraduate,6,B
2594,7,56,4,6.2,A,Yes,Yes,Graduate,8,C
2595,18,62,1,8.1,B,No,No,PostGraduate,7,D
2596,2,89,2,5.6,A,No,No,PostGraduate,4,D
2597,32,76,3,5.5,B,Yes,Yes,Graduate,2,C
2598,10,71,6,8.0,C,Yes,Yes,PostGraduate,7,C
2599,4,94,5,7.6,D,Yes,No,PostGraduate,8,B
2600,2,80,2,8.9,A,Yes,No,HighSchool,6,D
2601,12,75,4,3.1,D,Yes,Yes,PostGraduate,4,D
2602,17,51,8,7.3,A,No,Yes,Graduate,5,D
2603,11,80,1,10.0,D,No,No,Graduate,6,C
2604,18,92,6,8.3,A,No,Yes,PostGraduate,1,D
2605,21,98,7,6.7,D,Yes,Yes,PostGraduate,8,C
2606,0,67,4,6.4,D,Yes,No,PostGraduate,1,C
2607,12,80,6,7.8,B,No,No,PostGraduate,2,B
2608,32,100,7,5.7,B,No,Yes,HighSchool,7,D
2609,23,100,2,6.9,A,No,No,HighSchool,6,C
2610,29,75,4,7.4,B,No,Yes,PostGraduate,6,C
2611,13,88,8,9.1,B,No,Yes,PostGraduate,7,A
2612,0,81,7,7.0,D,Yes,No,PostGraduate,3,B
2613,24,88,8,9.0,B,No,No,Graduate,10,D
2614,19,83,1,9.4,C,No,Yes,PostGraduate,5,A
2615,11,57,5,6.2,A,No,No,HighSchool,1,D
2616,23,76,4,5.3,A,No,No,PostGraduate,3,C
2617,33,79,1,7.1,B,No,No,HighSchool,9,A
2618,16,100,4,3.4,B,Yes,No,HighSchool,2,A
2619,18,71,9,7.8,C,Yes,No,HighSchool,10,D
2620,29,56,8,8.2,B,No,No,Graduate,1,C
2621,10,56,5,4.8,C,No,Yes,Graduate,2,B
2622,14,81,2,6.4,D,Yes,No,HighSchool,10,C
2623,7,100,10,6.3,A,Yes,Yes,PostGraduate,2,A
2624,4,65,6,4.9,D,Yes,Yes,PostGraduate,2,B
2625,19,51,8,8.5,A,Yes,No,Graduate,5,C
2626,17,100,5,6.0,C,Yes,No,HighSchool,1,C
2627,23,76,5,7.1,A,No,Yes,HighSchool,8,B
2628,18,70,2,10.0,C,Yes,No,PostGraduate,10,B
2629,27,57,3,9.6,C,No,No,HighSchool,8,A
2630,0,100,4,8.3,A,Yes,Yes,HighSchool,6,B
2631,4,69,3,7.4,B,No,No,HighSchool,6,C
2632,24,87,6,9.7,A,Yes,Yes,PostGraduate,2,B
2633,22,73,5,8.7,B,Yes,Yes,Graduate,2,A
2634,36,95,7,6.7,D,Yes,No,Graduate,7,D
2635,11,60,1,10.0,D,No,No,PostGraduate,4,C
2636,16,98,5,7.7,B,No,Yes,PostGraduate,5,C
2637,9,64,5,5.1,B,Yes,Yes,Graduate,9,C
2638,15,86,2,5.9,A,No,Yes,HighSchool,3,D
2639,7,85,7,8.7,B,Yes,No,PostGraduate,4,D
2640,5,73,1,5.9,A,No,No,HighSchool,7,D
2641,9,69,10,8.3,C,No,No,PostGraduate,3,D
2642,17,50,10,7.0,B,No,No,HighSchool,5,D
2643,9,92,7,5.9,C,Yes,No,HighSchool,6,D
2644,31,80,2,4.6,B,No,No,Graduate,6,C
2645,11,93,4,8.7,B,No,Yes,Graduate,3,C
2646,7,98,2,7.8,A,No,Yes,PostGraduate,2,B
2647,24,79,4,7.4,D,Yes,Yes,HighSchool,5,B
2648,15,72,5,6.7,A,No,Yes,Graduate,5,B
2649,11,73,4,8.6,A,Yes,No,Graduate,3,D
2650,11,100,4,6.2,B,Yes,Yes,Graduate,3,D
2651,29,53,3,4.8,B,No,Yes,PostGraduate,6,D
2652,13,92,7,5.9,B,Yes,No,Graduate,10,D
2653,2,83,5,3.9,A,Yes,No,HighSchool,3,C
2654,21,56,3,8.6,A,Yes,Yes,Graduate,5,D
2655,9,100,10,8.2,D,No,Yes,PostGraduate,4,D
2656,15,78,6,8.2,A,No,Yes,PostGraduate,10,C
2657,12,57,6,7.4,D,No,No,HighSchool,5,D
2658,13,87,6,8.3,C,Yes,Yes,HighSchool,4,B
2659,20,81,6,6.1,A,Yes,Yes,Graduate,3,B
2660,19,50,2,7.6,D,Yes,Yes,Graduate,7,D
2661,0,84,5,8.1,A,Yes,Yes,Graduate,8,D
2662,13,93,2,4.9,C,No,No,PostGraduate,2,C
2663,11,100,4,7.1,A,Yes,Yes,HighSchool,5,B
2664,2,91,6,6.7,C,Yes,No,HighSchool,6,D
2665,24,73,3,7.3,B,Yes,Yes,PostGraduate,7,D
2666,23,77,4,6.7,D,No,No,Graduate,3,C
2667,17,77,6,10.0,B,Yes,No,HighSchool,7,B
2668,8,80,6,7.4,B,No,No,Graduate,7,B
2669,12,62,6,7.0,D,Yes,Yes,PostGraduate,9,C
2670,18,62,0,7.3,A,Yes,Yes,PostGraduate,4,C
2671,16,88,3,3.7,B,No,No,PostGraduate,5,B
2672,26,94,6,3.2,B,No,No,Graduate,7,C
2673,5,97,4,9.0,D,No,Yes,Graduate,8,B
2674,11,92,0,6.5,B,No,No,Graduate,10,A
2675,10,68,7,8.0,D,No,No,PostGraduate,8,D
2676,30,79,1,8.3,A,No,No,Graduate,1,C
2677,21,60,10,7.2,D,No,Yes,HighSchool,1,C
2678,8,71,8,10.0,A,Yes,No,HighSchool,2,D
2679,1,59,0,7.0,A,Yes,Yes,HighSchool,1,D
2680,10,81,1,9.9,B,Yes,Yes,Graduate,7,B
2681,26,91,5,7.1,A,No,Yes,PostGraduate,3,D
2682,19,73,2,9.8,A,Yes,Yes,PostGraduate,4,C
2683,18,67,2,7.4,B,Yes,Yes,PostGraduate,4,A
2684,18,100,8,3.0,D,Yes,No,PostGraduate,3,D
2685,6,100,4,4.8,B,Yes,No,Graduate,5,C
2686,14,88,2,7.3,B,Yes,Yes,Graduate,4,B
2687,9,90,6,4.5,C,No,No,Graduate,4,C
2688,18,71,4,3.8,A,Yes,No,PostGraduate,3,D
2689,20,84,3,4.6,C,No,Yes,HighSchool,4,D
2690,8,57,5,8.2,A,Yes,Yes,PostGraduate,8,D
2691,0,60,3,6.9,D,No,No,HighSchool,3,D
2692,25,77,6,3.8,A,Yes,Yes,HighSchool,10,C
2693,29,81,5,7.8,C,Yes,Yes,HighSchool,6,D
2694,12,72,5,7.3,B,No,Yes,PostGraduate,9,D
2695,22,80,7,9.8,C,No,No,PostGraduate,5,A
2696,1,75,0,6.1,D,No,Yes,PostGraduate,3,B
2697,9,70,6,4.2,D,Yes,Yes,HighSchool,6,D
2698,13,80,3,5.5,B,No,No,HighSchool,4,B
2699,16,86,5,6.9,A,Yes,Yes,Graduate,5,D
2700,8,93,4,9.1,C,No,Yes,HighSchool,1,D
2701,15,64,7,5.9,A,Yes,No,HighSchool,6,D
2702,32,100,6,5.5,B,Yes,No,PostGraduate,6,D
2703,14,71,8,7.3,A,No,No,Graduate,4,A
2704,1,91,3,4.9,A,No,Yes,HighSchool,7,D
2705,33,78,4,7.3,C,Yes,No,PostGraduate,7,C
2706,18,68,2,7.0,C,No,No,PostGraduate,7,C
2707,11,100,2,6.9,A,Yes,No,HighSchool,7,A
2708,9,72,4,10.0,A,No,No,Graduate,2,D
2709,4,82,5,7.4,C,Yes,Yes,PostGraduate,5,B
2710,15,72,3,4.1,A,Yes,No,PostGraduate,8,B
2711,21,87,0,10.0,D,Yes,Yes,HighSchool,1,A
2712,14,98,0,3.0,C,No,No,Graduate,8,C
2713,9,100,3,7.1,A,Yes,Yes,HighSchool,3,D
2714,14,77,5,10.0,B,No,Yes,Graduate,5,D
2715,16,93,10,6.8,B,No,Yes,HighSchool,6,D
2716,14,84,4,7.2,D,No,No,HighSchool,3,C
2717,21,81,5,6.5,D,Yes,No,Graduate,4,D
2718,0,77,3,10.0,A,Yes,No,Graduate,9,D
2719,20,73,0,9.3,D,No,No,Graduate,5,B
2720,23,92,6,3.6,A,No,Yes,PostGraduate,3,C
2721,0,50,3,5.8,B,Yes,No,Graduate,5,D
2722,4,81,0,6.0,A,No,No,Graduate,5,A
2723,11,84,5,5.3,C,No,No,Graduate,1,B
2724,0,60,0,7.6,D,Yes,No,Graduate,5,B
2725,10,50,5,3.7,D,Yes,No,PostGraduate,8,D
2726,15,100,10,8.8,D,No,No,HighSchool,3,C
